customer_id,name,city,age,purchase_amount
10361,Arjun Singh,Kochi,27,29200
10362,Rahul Patel,Mumbai,32,18431
10363,Raj Shah,Ahmedabad,41,9370
10364,Amit Mehta,Mumbai,29,8214
10365,Rahul Rao,Ahmedabad,38,34484
10366,Neha Patel,Jaipur,48,36540
10367,Kavita Joshi,Bangalore,42,10634
10368,Anjali Patel,Kochi,33,36532
10369,Raj Nair,Jaipur,26,3088
10370,Rahul Rao,Kochi,44,29986
10371,Anjali Singh,Delhi,50,4615
10372,Sneha Joshi,Jaipur,41,34311
10373,Kavita Joshi,Surat,25,13761
10374,Vikram Singh,Pune,20,45261
10375,Amit Verma,Surat,27,544
10376,Neha Patel,Pune,49,35440
10377,Anjali Desai,Jaipur,32,45834
10378,Neha Kumar,Kochi,32,25995
10379,Rahul Patel,Bangalore,33,32795
10380,Priya Singh,Jaipur,43,17835
10381,Vikram Mehta,Jaipur,47,19907
10382,Neha Rao,Pune,40,18991
10383,Arjun Rao,Bangalore,31,39999
10384,Anjali Joshi,Bangalore,35,33313
10385,Rahul Nair,Kochi,37,16486
10386,Anjali Rao,Kochi,22,45843
10387,Vikram Verma,Bangalore,37,41443
10388,Raj Mehta,Pune,21,34035
10389,Raj Kumar,Delhi,35,8663
10390,Priya Joshi,Kochi,46,29067
10391,Raj Kumar,Delhi,32,8170
10392,Rahul Rao,Mumbai,43,25442
10393,Raj Nair,Delhi,20,47356
10394,Rahul Rao,Ahmedabad,32,11739
10395,Neha Joshi,Ahmedabad,27,12408
10396,Vikram Mehta,Surat,35,32925
10397,Sneha Joshi,Kochi,35,3382
10398,Neha Singh,Bangalore,49,2188
10399,Kavita Mehta,Ahmedabad,33,20679
10400,Amit Rao,Surat,22,6565
10401,Kavita Nair,Bangalore,37,15761
10402,Raj Rao,Bangalore,38,41995
10403,Arjun Joshi,Pune,44,32517
10404,Neha Joshi,Mumbai,31,2181
10405,Amit Singh,Pune,20,14228
10406,Raj Joshi,Ahmedabad,39,4669
10407,Arjun Mehta,Mumbai,25,5331
10408,Amit Patel,Mumbai,26,14542
10409,Neha Singh,Kochi,35,42176
10410,Amit Nair,Ahmedabad,30,21174
10411,Anjali Joshi,Pune,39,27641
10412,Amit Patel,Bangalore,49,45474
10413,Priya Rao,Jaipur,35,13454
10414,Anjali Joshi,Pune,25,8904
10415,Raj Kumar,Bangalore,39,27645
10416,Arjun Mehta,Bangalore,38,6212
10417,Raj Desai,Delhi,24,37800
10418,Amit Verma,Kochi,47,10765
10419,Priya Kumar,Jaipur,42,21752
10420,Vikram Desai,Delhi,30,33425
10421,Raj Shah,Bangalore,36,644
10422,Neha Kumar,Delhi,46,20904
10423,Priya Kumar,Surat,41,29452
10424,Kavita Joshi,Pune,36,3582
10425,Arjun Desai,Pune,21,10430
10426,Raj Desai,Pune,33,11075
10427,Vikram Mehta,Delhi,20,34917
10428,Arjun Mehta,Surat,20,35948
10429,Vikram Verma,Pune,36,45271
10430,Raj Nair,Ahmedabad,47,36555
10431,Vikram Kumar,Surat,21,40949
10432,Raj Rao,Delhi,43,26039
10433,Anjali Kumar,Kochi,20,7979
10434,Sneha Desai,Delhi,29,15775
10435,Anjali Shah,Jaipur,31,33234
10436,Arjun Verma,Jaipur,24,48194
10437,Amit Verma,Kochi,28,12626
10438,Arjun Kumar,Bangalore,25,41264
10439,Arjun Rao,Mumbai,44,11829
10440,Priya Singh,Bangalore,37,14983
10441,Anjali Joshi,Delhi,24,26756
10442,Raj Kumar,Surat,25,21591
10443,Amit Singh,Pune,22,37728
10444,Vikram Singh,Delhi,29,9136
10445,Neha Verma,Ahmedabad,41,7386
10446,Raj Singh,Kochi,28,45765
10447,Rahul Verma,Delhi,41,18156
10448,Sneha Rao,Bangalore,48,26822
10449,Arjun Joshi,Mumbai,47,43906
10450,Kavita Kumar,Surat,45,19616
10451,Rahul Singh,Mumbai,37,7192
10452,Rahul Nair,Bangalore,36,22409
10453,Rahul Desai,Ahmedabad,24,49878
10454,Raj Joshi,Jaipur,23,45589
10455,Arjun Patel,Ahmedabad,41,6201
10456,Anjali Desai,Surat,20,29623
10457,Vikram Kumar,Jaipur,41,47411
10458,Sneha Kumar,Delhi,42,34373
10459,Rahul Nair,Kochi,27,33268
10460,Raj Joshi,Kochi,33,15661
10461,Priya Mehta,Delhi,44,1368
10462,Rahul Desai,Pune,27,7367
10463,Raj Verma,Ahmedabad,48,16169
10464,Neha Kumar,Ahmedabad,48,27271
10465,Amit Mehta,Delhi,44,44768
10466,Sneha Shah,Bangalore,37,39663
10467,Rahul Kumar,Jaipur,45,10860
10468,Arjun Singh,Ahmedabad,26,13720
10469,Neha Mehta,Mumbai,46,17931
10470,Raj Singh,Kochi,31,23583
10471,Rahul Nair,Mumbai,22,40325
10472,Amit Mehta,Kochi,35,36127
10473,Vikram Singh,Jaipur,23,4447
10474,Anjali Nair,Bangalore,48,39228
10475,Priya Patel,Kochi,33,11202
10476,Sneha Rao,Jaipur,35,21544
10477,Priya Verma,Delhi,22,49406
10478,Priya Kumar,Pune,36,45987
10479,Anjali Mehta,Bangalore,50,17184
10480,Priya Joshi,Ahmedabad,47,21270
10481,Arjun Nair,Pune,34,18766
10482,Amit Joshi,Bangalore,44,19991
10483,Sneha Singh,Surat,29,6391
10484,Sneha Desai,Mumbai,40,39245
10485,Kavita Patel,Ahmedabad,35,21138
10486,Neha Singh,Delhi,25,17912
10487,Amit Nair,Pune,42,47990
10488,Priya Desai,Delhi,39,22790
10489,Kavita Kumar,Mumbai,50,26837
10490,Vikram Patel,Pune,43,34184
10491,Priya Singh,Ahmedabad,44,10654
10492,Priya Joshi,Jaipur,42,23441
10493,Vikram Rao,Ahmedabad,28,25591
10494,Priya Verma,Bangalore,47,32795
10495,Raj Shah,Delhi,26,17414
10496,Raj Verma,Bangalore,46,33322
10497,Kavita Mehta,Delhi,21,30092
10498,Raj Kumar,Pune,44,38878
10499,Vikram Nair,Mumbai,30,31335
10500,Neha Rao,Ahmedabad,30,34773
10501,Rahul Rao,Pune,40,22543
10502,Arjun Kumar,Jaipur,44,3261
10503,Arjun Desai,Mumbai,28,10344
10504,Vikram Mehta,Kochi,22,44635
10505,Vikram Patel,Surat,48,41297
10506,Sneha Patel,Kochi,28,40833
10507,Kavita Joshi,Jaipur,48,23029
10508,Kavita Nair,Mumbai,36,28043
10509,Priya Desai,Delhi,38,11185
10510,Anjali Singh,Mumbai,30,34524
10511,Rahul Patel,Pune,21,38627
10512,Neha Patel,Mumbai,21,39785
10513,Arjun Verma,Kochi,40,22526
10514,Priya Verma,Mumbai,41,35712
10515,Kavita Desai,Pune,37,34425
10516,Amit Patel,Mumbai,36,39453
10517,Neha Desai,Jaipur,28,32693
10518,Priya Nair,Kochi,23,34550
10519,Amit Verma,Delhi,31,24265
10520,Kavita Singh,Ahmedabad,34,2284
10521,Amit Patel,Kochi,33,36772
10522,Raj Rao,Ahmedabad,46,4001
10523,Kavita Joshi,Ahmedabad,30,47458
10524,Raj Desai,Ahmedabad,31,32415
10525,Vikram Rao,Mumbai,27,48431
10526,Vikram Mehta,Ahmedabad,49,31459
10527,Kavita Patel,Pune,20,20743
10528,Sneha Singh,Kochi,35,3607
10529,Raj Joshi,Mumbai,29,20929
10530,Rahul Desai,Bangalore,49,24304
10531,Amit Nair,Bangalore,22,21887
10532,Rahul Nair,Kochi,31,14095
10533,Raj Shah,Delhi,42,28126
10534,Anjali Desai,Delhi,48,32756
10535,Kavita Rao,Mumbai,32,8925
10536,Raj Desai,Pune,24,8258
10537,Anjali Singh,Jaipur,32,49018
10538,Vikram Kumar,Pune,22,49893
10539,Rahul Verma,Mumbai,31,35228
10540,Vikram Nair,Bangalore,41,19818
10541,Arjun Patel,Ahmedabad,33,28011
10542,Sneha Patel,Surat,22,24000
10543,Rahul Shah,Pune,44,31458
10544,Neha Verma,Mumbai,21,43616
10545,Vikram Verma,Pune,41,43326
10546,Raj Singh,Jaipur,23,34459
10547,Neha Patel,Ahmedabad,23,30839
10548,Priya Verma,Surat,26,40648
10549,Amit Desai,Pune,30,44223
10550,Vikram Nair,Delhi,46,48028
10551,Rahul Kumar,Pune,43,26447
10552,Arjun Nair,Pune,48,30012
10553,Anjali Nair,Surat,24,5246
10554,Priya Rao,Mumbai,34,36426
10555,Sneha Singh,Ahmedabad,50,4603
10556,Raj Shah,Ahmedabad,49,2322
10557,Anjali Singh,Pune,32,21268
10558,Kavita Shah,Delhi,27,28486
10559,Anjali Mehta,Bangalore,22,37794
10560,Neha Joshi,Pune,29,26182
10561,Vikram Desai,Ahmedabad,20,43188
10562,Amit Singh,Surat,37,30599
10563,Kavita Joshi,Ahmedabad,30,17994
10564,Neha Kumar,Surat,29,5475
10565,Kavita Rao,Ahmedabad,35,41651
10566,Amit Shah,Kochi,20,30264
10567,Vikram Singh,Pune,49,16807
10568,Priya Rao,Mumbai,34,34672
10569,Kavita Joshi,Mumbai,35,43262
10570,Priya Mehta,Kochi,50,16212
10571,Anjali Kumar,Kochi,26,24197
10572,Neha Mehta,Delhi,43,46035
10573,Sneha Kumar,Ahmedabad,32,15787
10574,Vikram Singh,Surat,22,10835
10575,Raj Mehta,Ahmedabad,28,715
10576,Rahul Kumar,Ahmedabad,40,5657
10577,Arjun Mehta,Jaipur,38,24887
10578,Sneha Patel,Pune,37,9594
10579,Vikram Shah,Pune,46,48724
10580,Amit Shah,Kochi,25,44381
10581,Raj Nair,Kochi,32,38282
10582,Kavita Nair,Delhi,42,10176
10583,Priya Shah,Mumbai,43,22271
10584,Vikram Joshi,Jaipur,24,13621
10585,Arjun Kumar,Jaipur,50,19191
10586,Anjali Mehta,Kochi,22,18117
10587,Raj Joshi,Bangalore,49,13091
10588,Amit Nair,Mumbai,37,26040
10589,Priya Verma,Ahmedabad,33,45524
10590,Priya Patel,Surat,42,42563
10591,Priya Kumar,Kochi,50,46111
10592,Vikram Rao,Pune,43,45596
10593,Arjun Joshi,Delhi,42,18803
10594,Arjun Joshi,Surat,47,36152
10595,Arjun Shah,Mumbai,42,28335
10596,Arjun Verma,Bangalore,31,13468
10597,Vikram Nair,Pune,45,25833
10598,Neha Rao,Kochi,39,24278
10599,Vikram Mehta,Jaipur,33,9548
10600,Rahul Singh,Delhi,49,1182
10601,Neha Shah,Pune,23,14788
10602,Sneha Nair,Delhi,25,18857
10603,Anjali Singh,Delhi,27,2566
10604,Priya Nair,Jaipur,47,14825
10605,Anjali Mehta,Pune,43,31073
10606,Vikram Singh,Pune,35,31132
10607,Priya Desai,Ahmedabad,39,14432
10608,Amit Patel,Bangalore,25,45756
10609,Kavita Patel,Kochi,20,40413
10610,Vikram Rao,Delhi,50,16348
10611,Vikram Singh,Delhi,26,20579
10612,Sneha Verma,Ahmedabad,45,46573
10613,Priya Mehta,Delhi,37,3648
10614,Sneha Nair,Delhi,20,30639
10615,Sneha Singh,Pune,32,6262
10616,Kavita Verma,Kochi,23,9537
10617,Sneha Rao,Ahmedabad,49,25969
10618,Neha Rao,Surat,48,7752
10619,Amit Mehta,Mumbai,28,39187
10620,Raj Verma,Kochi,45,38683
10621,Sneha Shah,Pune,38,28574
10622,Arjun Kumar,Surat,41,21977
10623,Raj Patel,Ahmedabad,48,10370
10624,Raj Shah,Pune,33,27488
10625,Rahul Joshi,Pune,48,3604
10626,Vikram Joshi,Ahmedabad,43,1064
10627,Raj Mehta,Jaipur,45,36295
10628,Raj Patel,Kochi,35,21204
10629,Sneha Shah,Delhi,40,29268
10630,Arjun Joshi,Surat,49,23367
10631,Raj Patel,Jaipur,44,26902
10632,Sneha Mehta,Ahmedabad,25,16236
10633,Raj Mehta,Kochi,49,38274
10634,Sneha Mehta,Bangalore,20,33079
10635,Priya Nair,Mumbai,27,19086
10636,Arjun Verma,Kochi,30,30087
10637,Vikram Joshi,Jaipur,39,37600
10638,Anjali Shah,Pune,37,14940
10639,Sneha Shah,Bangalore,48,40395
10640,Anjali Kumar,Mumbai,39,39448
10641,Rahul Rao,Mumbai,43,7930
10642,Vikram Shah,Surat,21,39368
10643,Neha Verma,Ahmedabad,33,41679
10644,Kavita Desai,Jaipur,42,31956
10645,Sneha Desai,Delhi,29,9416
10646,Rahul Singh,Bangalore,26,6677
10647,Vikram Verma,Pune,49,33103
10648,Priya Mehta,Bangalore,26,41906
10649,Sneha Verma,Delhi,39,44393
